         1066820 function calls (925954 primitive calls) in 1.375 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 display.py:26(DisplayMagics)
       33    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
       17    0.000    0.000    0.000    0.000 abc.py:130(register)
        2    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       16    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        4    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        3    0.000    0.000    0.000    0.000 line_profiler.py:115(wrap_function)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        9    0.000    0.000    0.000    0.000 six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 six.py:847(__new__)
       58    0.000    0.000    0.000    0.000 py3compat.py:12(no_code)
        3    0.000    0.000    0.000    0.000 py3compat.py:42(_modify_str_or_docstring)
        1    0.000    0.000    0.000    0.000 subprocess.py:1555(_handle_exitstatus)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        6    0.000    0.000    0.000    0.000 loader.py:161(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:343(get_lines)
       35    0.000    0.000    0.000    0.000 argparse.py:646(_get_help_string)
        1    0.000    0.000    0.000    0.000 pydoc.py:473(HTMLDoc)
        1    0.000    0.000    0.000    0.000 coloransi.py:164(set_active_scheme)
        1    0.000    0.000    0.000    0.000 excolors.py:4(<module>)
        1    0.000    0.000    0.000    0.000 spawnbase.py:23(SpawnBase)
        1    0.000    0.000    0.000    0.000 _process_common.py:5(<module>)
        3    0.000    0.000    0.000    0.000 magic.py:212(_function_magic_marker)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        5    0.000    0.000    0.000    0.000 typing.py:809(__new__)
        1    0.000    0.000    0.000    0.000 security.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.000    0.000 openpy.py:6(<module>)
        1    0.000    0.000    0.000    0.000 python.py:602(PythonTracebackLexer)
        1    0.000    0.000    0.000    0.000 python.py:649(Python2TracebackLexer)
        1    0.000    0.000    0.001    0.001 splitinput.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:22(ExtensionManager)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 selection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 data_structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 style.py:204(Style)
        1    0.000    0.000    0.000    0.000 style.py:356(_MergedStyle)
        1    0.000    0.000    0.000    0.000 color_depth.py:12(ColorDepth)
        1    0.000    0.000    0.000    0.000 word_completer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:24(History)
        1    0.000    0.000    0.000    0.000 base.py:98(DummyInput)
        1    0.000    0.000    0.000    0.000 scroll.py:7(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:87(Container)
        1    0.000    0.000    0.000    0.000 containers.py:1025(Float)
        1    0.000    0.000    0.000    0.000 mouse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:630(_DialogList)
        1    0.000    0.000    0.000    0.000 pep8.py:708(__init__)
        1    0.000    0.000    0.000    0.000 ansitowin32.py:64(AnsiToWin32)
        1    0.000    0.000    0.003    0.003 win32.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:340(__init__)
        6    0.000    0.000    0.000    0.000 cache.py:66(decorator)
        1    0.000    0.000    0.000    0.000 base_value.py:25(HelperValueMixin)
        1    0.000    0.000    0.000    0.000 names.py:26(AbstractNameDefinition)
        1    0.000    0.000    0.000    0.000 getattr_static.py:5(<module>)
       22    0.000    0.000    0.000    0.000 arguments.py:51(decorator)
        1    0.000    0.000    0.000    0.000 conversion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filecmp.py:11(<module>)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:227(HTTPResponse)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 config.py:2(<module>)
        1    0.000    0.000    0.001    0.001 display.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:49(<module>)
        1    0.000    0.000    0.001    0.001 logging.py:28(LoggingMagics)
        1    0.000    0.000    0.001    0.001 logging.py:2(<module>)
        2    0.000    0.000    0.000    0.000 file_io.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       11    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        2    0.000    0.000    0.000    0.000 reprlib.py:38(__init__)
        6    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        3    0.000    0.000    0.000    0.000 line_profiler.py:75(__call__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.008    0.003 importstring.py:4(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:1253(python_implementation)
       13    0.000    0.000    0.000    0.000 argparse.py:480(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1606(ArgumentParser)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:369(Doc)
        1    0.000    0.000    0.002    0.002 colorable.py:10(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:27(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
        1    0.000    0.000    0.000    0.000 code.py:3(<module>)
        1    0.000    0.000    0.000    0.000 expect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 run.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysinfo.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
       34    0.000    0.000    0.000    0.000 typing.py:545(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1595(TextIO)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 wildcard.py:8(<module>)
       16    0.000    0.000    0.000    0.000 lexer.py:408(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:493(AutocallChecker)
        1    0.000    0.000    0.000    0.000 formatters.py:755(PNGFormatter)
        1    0.000    0.000    0.000    0.000 usage.py:3(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:44(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 application.py:1051(_CombinedRegistry)
        1    0.000    0.000    0.000    0.000 current.py:24(AppSession)
        1    0.000    0.000    0.000    0.000 in_memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:106(BaseStyle)
        1    0.000    0.000    0.000    0.000 color_depth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vt100.py:264(_EscapeCodeCache)
        1    0.000    0.000    0.000    0.000 html.py:9(HTML)
        1    0.000    0.000    0.003    0.003 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minidom.py:34(Node)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 minidom.py:1519(Document)
        1    0.000    0.000    0.000    0.000 pygments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filesystem.py:13(PathCompleter)
        1    0.000    0.000    0.000    0.000 filesystem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 word_completer.py:11(WordCompleter)
        1    0.000    0.000    0.000    0.000 key_bindings.py:73(Binding)
        1    0.000    0.000    0.000    0.000 key_bindings.py:115(KeyBindingsBase)
        1    0.000    0.000    0.000    0.000 vi_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 controls.py:157(UIContent)
        1    0.000    0.000    0.000    0.000 controls.py:269(FormattedTextControl)
        1    0.000    0.000    0.000    0.000 dimension.py:18(Dimension)
        1    0.000    0.000    0.000    0.000 margins.py:246(PromptMargin)
        1    0.000    0.000    0.000    0.000 screen.py:140(Screen)
        1    0.000    0.000    0.000    0.000 menus.py:55(CompletionsMenuControl)
        1    0.000    0.000    0.000    0.000 menus.py:301(MultiColumnCompletionMenuControl)
        1    0.000    0.000    0.000    0.000 menus.py:667(_SelectedCompletionMetaControl)
        1    0.000    0.000    0.000    0.000 dummy.py:13(DummyApplication)
        1    0.000    0.000    0.000    0.000 dialogs.py:26(Dialog)
        1    0.000    0.000    0.003    0.003 parser.py:25(<module>)
        1    0.000    0.000    0.000    0.000 tree.py:23(NodeOrLeaf)
        4    0.000    0.000    0.000    0.000 normalizer.py:7(__new__)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.003    0.003 winterm.py:2(<module>)
        1    0.000    0.000    0.000    0.000 classes.py:655(Definition)
        1    0.000    0.000    0.000    0.000 base_value.py:141(Value)
        1    0.000    0.000    0.000    0.000 base_value.py:373(ValueSet)
        3    0.000    0.000    0.000    0.000 value.py:29(__call__)
        1    0.000    0.000    0.000    0.000 flow_analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 names.py:499(AnonymousParamName)
        1    0.000    0.000    0.000    0.000 lazy_value.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:16(AbstractContext)
        1    0.000    0.000    0.000    0.000 module.py:85(ModuleMixin)
        1    0.000    0.000    0.000    0.000 klass.py:225(ClassValue)
        1    0.000    0.000    0.000    0.000 iterable.py:130(ComprehensionMixin)
        1    0.000    0.000    0.000    0.000 instance.py:162(_BaseTreeInstance)
        1    0.000    0.000    0.001    0.001 keywords.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interpreter.py:3(<module>)
       18    0.000    0.000    0.000    0.000 stdlib.py:148(argument_clinic)
        1    0.000    0.000    0.000    0.000 clipboard.py:2(<module>)
        1    0.000    0.000    0.000    0.000 auto.py:24(AutoMagics)
        1    0.000    0.000    0.000    0.000 request.py:1665(URLopener)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 script.py:27(script_args)
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       25    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       11    0.000    0.000    0.000    0.000 {function Config.__getitem__ at 0x10d618c20}
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       33    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        3    0.000    0.000    0.000    0.000 re.py:297(_compile_repl)
       20    0.000    0.000    0.000    0.000 enum.py:901(<lambda>)
       13    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 release.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        6    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        4    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 traitlets.py:1966(__init__)
        1    0.000    0.000    0.000    0.000 getargspec.py:10(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:63(LazyConfigValue)
       20    0.000    0.000    0.000    0.000 argparse.py:605(<listcomp>)
